run_at_utc,query_label,query_text,query_purpose,database,id,title,year,published,authors,venue,url,citation_count,collision_level,collision_reasons,abstract
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,2606.04527v1,Echo-Infinity: Learning Evolving Memory for Real-Time Infinite Video Generation,2026,2026-06-03,Yuxuan Bian; Zeyue Xue; Songchun Zhang; Shiyi Zhang; Weiyang Jin; Yaowei Li,arXiv,https://arxiv.org/abs/2606.04527v1,,low,interface/defect/echo,"We present Echo Infinity, an autoregressive (AR) framework towards real-time infinite video generation that employs a learnable evolving memory to dynamically filter, abstract, and compress any-length history at constant cost. Existing methods mainly curate memory with predefined KV-cache schedules, fixed-ratio heuristic compression, or inference-time RoPE adaptation. These designs inevitably lose historical information and amplify compounding errors due to their limited cache window and ignorance of autoregressive generation noise. Inspired by human memory consolidation, Echo-Infinity replaces handcrafted memory curation with learnable Memory Query, which are updated by attention and a gating mechanism when past frames are evicted from the local window. The queries are optimized end-to-end with the video diffusion transformers (DiTs), forming an evolving memory that supports arbitrary compression ratios with constant computation independent of video length. They also act as a generalizable generation prior, improving quality even when only the optimized initial state is used. We further introduce Unified Relative RoPE Recipe, which anchors the sink frames to start from id 0 and lets the newest frame id grow at most to the DiTs' pretrained maximum temporal RoPE id throughout training and inference, freeing the model from the finite RoPE constraint and closing the train-test RoPE extrapolation gap. In long and short video generation, Echo-Infinity achieves state-of-the-art performance, and, to our knowledge, demonstrates promising 24-hour (>1.3 M frames) real-time rollouts for the first time, suggesting a practical path toward infinite video generation."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,2408.15768v1,"Started Off Local, Now We're in the Cloud: Forensic Examination of the Amazon Echo Show 15 Smart Display",2024,2024-08-28,Jona Crasselt; Gaston Pugliese,arXiv,https://arxiv.org/abs/2408.15768v1,,low,interface/defect/echo,"Amazon Echo is one of the most popular product families of smart speakers and displays. Considering their growing presence in modern households as well as the digital traces associated with residents' interactions with these devices, analyses of Echo products are likely to become more common for forensic investigators at ""smart home"" crime scenes. With this in mind, we present the first forensic examination of the Echo Show 15, Amazon's largest smart display running on Fire OS and the first Echo device with Visual ID, a face recognition feature. We unveil a non-invasive method for accessing the unencrypted file system of the Echo Show 15 based on an undocumented pinout for the eMMC interface which we discovered on the main logic board. On the device, we identify various local usage artifacts, such as searched products, streamed movies, visited websites, metadata of photos and videos as well as logged events of Visual ID about movements and users detected by the built-in camera. Furthermore, we utilize an insecurely stored token on the Echo Show 15 to obtain access to remote user artifacts in Amazon's cloud, including Alexa voice requests, calendars, contacts, conversations, photos, and videos. In this regard, we also identify new Amazon APIs through network traffic analysis of two companion apps, namely Alexa and Photos. Overall, in terms of practical relevance, our findings demonstrate a non-destructive way of data acquisition for Echo Show 15 devices as well as how to lift the scope of forensic traces from local artifacts on the device to remote artifacts stored in the cloud."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,arxiv,2407.14584v2,Echo Location: Distances to Galactic Supernovae From ASAS-SN Light Echoes and 3D Dust Maps,2024,2024-07-19,Kyle D. Neumann; Michael A. Tucker; Christopher S. Kochanek; Benjamin J. Shappee; K. Z. Stanek,arXiv,https://arxiv.org/abs/2407.14584v2,,low,interface/defect/echo,"Light echoes occur when light from a luminous transient is scattered by dust back into our line of sight with a time delay due to the extra propagation distance. We introduce a novel approach to estimating the distance to a source by combining light echoes with recent three-dimensional dust maps. We identify light echoes from the historical supernovae Cassiopeia A and SN 1572 (Tycho) in nearly a decade of imaging from the All-Sky Automated Survey for Supernovae (ASAS-SN). Using these light echoes, we find distances of $3.6\pm0.1$ kpc and $3.2^{+0.1}_{-0.2}$ kpc to Cas A and Tycho, respectively, which are generally consistent with previous estimates but are more precise. These distance uncertainties are primarily dominated by the low distance resolution of the 3D dust maps, which will likely improve in the future. The candidate single degenerate explosion donor stars B and G in Tycho are clearly foreground stars. Finally, the inferred reddening towards each SN agrees well with the intervening HI column density estimates from X-ray analyses of the remnants."
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.1177/1476127016648499,The visible hand and the crowd: Analyzing organization design in distributed innovation systems,2016,2016-05-10,Martin Kornberger,Strategic Organization,https://doi.org/10.1177/1476127016648499,56,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.1109/access.2020.2991891,Sensing Technology for Human Activity Recognition: A Comprehensive Survey,2020,2020-01-01,Biying Fu; Naser Damer; Florian Kirchbuchner; Arjan Kuijper,IEEE Access,https://doi.org/10.1109/access.2020.2991891,153,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.5167/uzh-172594,"Black holes, gravitational waves and fundamental physics: a roadmap",2019,2019-07-25,"Leor Barack; Vítor Cardoso; S. Nissanke; Thomas P. Sotiriou; Abbas Askar; Belczynski, Chris",Portsmouth Research Portal (University of Portsmouth),https://doi.org/10.5167/uzh-172594,242,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.1080/14650045.2018.1465041,"Extraction in Four Dimensions: Time, Space and the Emerging Geo(-)politics of Deep-Sea Mining",2018,2018-06-14,John Childs,Geopolitics,https://doi.org/10.1080/14650045.2018.1465041,108,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.1016/b978-0-444-51667-1.50051-3,Philosophy of Computing and Information Technology,2009,2009-01-01,Philip Brey; Johnny Hartz Søraker,Elsevier eBooks,https://doi.org/10.1016/b978-0-444-51667-1.50051-3,102,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.2307/j.ctv1ktbdrm,The Fight Against Platform Capitalism,2021,2021-03-02,Jamie Woodcock,University of Westminster Press eBooks,https://doi.org/10.2307/j.ctv1ktbdrm,123,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.1109/ojvt.2024.3401024,Advancing UAV Communications: A Comprehensive Survey of Cutting-Edge Machine Learning Techniques,2024,2024-01-01,Sun Hee Chun; Gianluca Fontanesi; Berk Canberk; Amir Hossein Mohajerzadeh; Symeon Chatzinotas; David Grace,IEEE Open Journal of Vehicular Technology,https://doi.org/10.1109/ojvt.2024.3401024,56,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,openalex,10.1002/9781405198431.wbeal0328,Discourse in Action,2012,2012-11-05,Rodney H. Jones,The Encyclopedia of Applied Linguistics,https://doi.org/10.1002/9781405198431.wbeal0328,180,none,,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.7717/peerj-cs.2396/fig-7,Figure 7: Average wind speed and maximum wind speed changes under the influence of different atrium interface ratios.,None,None,,,https://doi.org/10.7717/peerj-cs.2396/fig-7,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.1109/ultsym.1984.198386,Estimation of Echo Amplitude Through Interface Between Two Liquids of Different Sound Velocity,1984,1984,M. Ueda; M. Tabei,IEEE 1984 Ultrasonics Symposium,https://doi.org/10.1109/ultsym.1984.198386,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.47041/wxqd9569,Interface after AI,2025,2025,Roberto Alonso Trillo; Marek Poliks,"ECHO: a journal of music, thought and technology",https://doi.org/10.47041/wxqd9569,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.1002/sia.5731,Extraction of hidden information of ToF‐SIMS data using different multivariate analyses,2015,2015,Yuta Yokoyama; Tomoko Kawashima; Mayumi Ohkawa; Hideo Iwai; Satoka Aoyagi,Surface and Interface Analysis,https://doi.org/10.1002/sia.5731,,none,,"<jats:p>Time‐of‐flight secondary ion mass spectrometry (ToF‐SIMS) is a powerful tool for determining surface information of complex systems such as polymers and biological materials. However, the interpretation of ToF‐SIMS raw data is often difficult. Multivariate analysis has become effective methods for the interpretation of ToF‐SIMS data. Some of multivariate analysis methods such as principal component analysis and multivariate curve resolution are useful for simplifying ToF‐SIMS data consisting of many components to that explained by a smaller number of components. In this study, the ToF‐SIMS data of four layers of three polymers was analyzed using these analysis methods. The information acquired by using each method was compared in terms of the spatial distribution of the polymers and identification. Moreover, in order to investigate the influence of surface contamination, the ToF‐SIMS data before and after Ar cluster ion beam sputtering was compared. As a result, materials in the sample of multiple components, including unknown contaminants, were distinguished. Copyright © 2014 John Wiley &amp; Sons, Ltd.</jats:p>"
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.1109/access.2019.2936241,Study on Phase Correction for USCT Echo Image by Sound-Speed Image With Different Resolutions and Noise Levels,2019,2019,Xiaolei Qu; Zisheng Yao; Wenbin Tian; Jiangtao Sun,IEEE Access,https://doi.org/10.1109/access.2019.2936241,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.1021/acsami.2c16889.s001,Mind the Interface Gap: Exposing Hidden Interface Defects at the Epitaxial Heterostructure between CuO and Cu2O,None,None,,,https://doi.org/10.1021/acsami.2c16889.s001,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.1007/3-540-45823-9_13,Neutron Speed Echo Spectroscopy,2002,2002,A. Ioffe,Lecture Notes in Physics,https://doi.org/10.1007/3-540-45823-9_13,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,crossref,10.1021/jacsau.5c00736.s001,Hidden Carbenes: NHC-Al Species at the Al2O3Ionic Liquid Interface,None,None,,,https://doi.org/10.1021/jacsau.5c00736.s001,,low,interface/defect/echo,
2026-06-30T13:25:46+00:00,interface_echo_speed,"""interface"" ""different speed"" hidden sector echo",defect/interface conversion or echo overlap,semantic_scholar,ERROR,Semantic Scholar query failed: HTTP Error 429: ,,,,,,,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,1209.5602v3,"Hidden sector dark matter explains the DAMA, CoGeNT, CRESST-II and CDMS/Si experiments",2012,2012-09-25,R. Foot,arXiv,https://arxiv.org/abs/1209.5602v3,,low,hidden sector,"We examine data from the DAMA, CoGeNT, CRESST-II and CDMS/Si direct detection experiments in the context of multi-component hidden sector dark matter. The models considered feature a hidden sector with two or more stable particles charged under an unbroken $U(1)'$ gauge interaction. The new gauge field can interact with the standard $U(1)_Y$ via renormalizable kinetic mixing, leading to Rutherford-type elastic scattering of the dark matter particles off ordinary nuclei. We consider the simplest generic model of this type, with a hidden sector composed of two stable particles, $F_1$ and $F_2$. We find that this simple model can simultaneously explain the DAMA, CoGeNT, CRESST-II and CDMS/Si data. This explanation has some tension with the most recent results from the XENON100 experiment."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,1707.01784v2,The geometry of null-like disformal transformations,2017,2017-07-06,Iarley P. Lobo; Gabriel G. Carvalho,arXiv,https://arxiv.org/abs/1707.01784v2,,none,,"Motivated by the hindrance of defining metric tensors compatible with the underlying spinor structure, other than the ones obtained via a conformal transformation, we study how some geometric objects are affected by the action of a disformal transformation in the closest scenario possible: the disformal transformation in the direction of a null-like vector field. Subsequently, we analyze symmetry properties such as mutual geodesics and mutual Killing vectors, generalized Weyl transformations that leave the disformal relation invariant, and introduce the concept of disformal Killing vector fields. In most cases, we use the Schwarzschild metric, in the Kerr-Schild formulation, to verify our calculations and results. We also revisit the disformal operator using a Newman-Penrose basis to show that, in the null-like case, this operator is not diagonalizable."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,1504.00846v3,Disformal invariance of curvature perturbation,2015,2015-04-02,Hayato Motohashi; Jonathan White,arXiv,https://arxiv.org/abs/1504.00846v3,,none,,"We show that under a general disformal transformation the linear comoving curvature perturbation is not identically invariant, but is invariant on superhorizon scales for any theory that is disformally related to Horndeski's theory. The difference between disformally related curvature perturbations is found to be given in terms of the comoving density perturbation associated with a single canonical scalar field. In General Relativity it is well-known that this quantity vanishes on superhorizon scales through the Poisson equation that is obtained on combining the Hamiltonian and momentum constraints, and we confirm that a similar result holds for any theory that is disformally related to Horndeski's scalar-tensor theory so long as the invertibility condition for the disformal transformation is satisfied. We also consider the curvature perturbation at full nonlinear order in the unitary gauge, and find that it is invariant under a general disformal transformation if we assume that an attractor regime has been reached. Finally, we also discuss the counting of degrees of freedom in theories disformally related to Horndeski's."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,1008.0105v1,A New Lorentz-Violating Model of Neutrino Oscillations,2010,2010-07-31,Kevin Labe,arXiv,https://arxiv.org/abs/1008.0105v1,,low,lorentz,"A new model for neutrino oscillations is introduced, in which mass-like behavior is seen at high energies, but various behavior can be predicted at low energies. The model employs no neutrino masses, but instead relies on the Lorentz-violating parameters a and c. Oscillations into antineutrinos and sterile neutrinos are also considered."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,1410.5244v1,Cryogenic resonant microwave cavity searches for hidden sector photons,2014,2014-10-20,Stephen R. Parker; John G. Hartnett; Rhys G. Povey; Michael E. Tobar,arXiv,https://arxiv.org/abs/1410.5244v1,,low,hidden sector,"The hidden sector photon is a weakly interacting hypothetical particle with sub-eV mass that kinetically mixes with the photon. We describe a microwave frequency light shining through a wall experiment where a cryogenic resonant microwave cavity is used to try and detect photons that have passed through an impenetrable barrier, a process only possible via mixing with hidden sector photons. For a hidden sector photon mass of 53 $μ$eV we limit the hidden photon kinetic mixing parameter $χ< 1.7\times10^{-7}$, which is an order of magnitude lower than previous bounds derived from cavity experiments in the same mass range. In addition, we use the cryogenic detector cavity to place new limits on the kinetic mixing parameter for hidden sector photons as a form of cold dark matter."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,2101.09431v1,Signature of Lorentz Violation in Continuous Gravitational-Wave Spectra of Ellipsoidal Neutron Stars,2021,2021-01-23,Rui Xu; Yong Gao; Lijing Shao,arXiv,https://arxiv.org/abs/2101.09431v1,,low,lorentz; SME,"We study effects of Lorentz-invariance violation on the rotation of neutron stars (NSs) in the minimal gravitational Standard-Model Extension framework, and calculate the quadrupole radiation generated by them. Aiming at testing Lorentz invariance with observations of continuous gravitational waves (GWs) from rotating NSs in the future, we compare the GW spectra of a rotating ellipsoidal NS under Lorentz-violating gravity with those of a Lorentz-invariant one. The former are found to possess frequency components higher than the second harmonic, which does not happen for the latter, indicating those higher frequency components to be potential signatures of Lorentz violation in continuous GW spectra of rotating NSs."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,2401.00091v2,Disforming scalar-tensor cosmology,2023,2023-12-29,Valerio Faraoni; Carla Zeyn,arXiv,https://arxiv.org/abs/2401.00091v2,,none,,"Disformal transformations of Friedmann-Lemaître-Robertson-Walker and Bianchi geometries are analyzed in the context of scalar-tensor gravity. Novel aspects discussed explicitly are the $3+1$ splitting, the effective fluid equivalent of the gravitational scalar, Bianchi models, stealth solutions, and de Sitter solutions with non-constant scalar field (which are signatures of scalar-tensor gravity). Both pure disformal transformations and more general ones are discussed, including those containing higher derivatives of the scalar field recently introduced in the literature."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,arxiv,2503.02323v2,Curled orbit and epicyclic oscillation of charged particles around the weakly magnetized black hole in the presence of Lorentz violation,2025,2025-03-04,Hai-Yang Zhang; Ya-Peng Hu; Yu-Sen An,arXiv,https://arxiv.org/abs/2503.02323v2,,low,lorentz,"In this paper, we investigate the motion of charged particles around the weakly magnetized Schwarzschild-like bumblebee black hole which has Lorentz symmetry breaking. Charged particles have curled orbits around the black hole which can only appear in the presence of external magnetic field. We investigate the effect of Lorentz violation factor on the curled orbit for both the case with and without cosmological constant. Furthermore, we investigate the harmonic oscillation behavior of the charged particles around the stable circular orbit. By using the epicyclic resonance model, we relate the harmonic oscillations of charged particles to the twin high frequency quasi-periodic oscillations observed in micro-quasars. Based on the observations of quasi-periodic oscillation, we provide a stringent constraint on the Lorentz violating parameters by using Markov Chain Monte Carlo algorithm. As the black hole shadow for Schwarzschild-like bumblebee black hole degenerates to the ordinary Schwarzschild black hole, the constraints we obtained from the quasi-period oscillation is crucial for further searching for the imprint of Lorentz symmetry breaking in our universe."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,10.1155/2017/3156915,Mimetic Gravity: A Review of Recent Developments and Applications to Cosmology and Astrophysics,2017,2017-01-01,Lorenzo Sebastiani; Sunny Vagnozzi; Ratbay Myrzakulov,Advances in High Energy Physics,https://doi.org/10.1155/2017/3156915,251,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,10.1103/physrevd.109.124036,"Black holes, multiple propagation speeds, and energy extraction",2024,2024-06-14,Vítor Cardoso; Shinji Mukohyama; Naritaka Oshita; Kazufumi Takahashi,Physical review. D/Physical review. D.,https://doi.org/10.1103/physrevd.109.124036,9,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,10.1007/s41114-018-0011-x,Tests of chameleon gravity,2018,2018-03-16,Clare Burrage; Jeremy Sakstein,Living Reviews in Relativity,https://doi.org/10.1007/s41114-018-0011-x,316,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,https://openalex.org/W3099471289,Cosmological dynamics of mimetic gravity,2018,2018-01-01,"Dutta, J.; Khyllep, W.; Saridakis, E.; Tamanini, N.; Vagnozzi, S.",MPG.PuRe (Max Planck Society),https://openalex.org/W3099471289,94,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,10.1103/revmodphys.89.025004,Graviton mass bounds,2017,2017-05-03,Claudia de Rham; J. Tate Deskins; Andrew J. Tolley; Shuang-Yong Zhou,Reviews of Modern Physics,https://doi.org/10.1103/revmodphys.89.025004,220,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,https://openalex.org/W7128648108,WISPedia -- the WISPs Encyclopedia,2026,2026-02-09,Conrado Albertus; Francesca Chadha-Day; Arturo de Giorgi; Rafid H. Dejrah; Marta Fuentes Zamoro; Christian Käding,ArXiv.org,https://openalex.org/W7128648108,0,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,openalex,10.23889/suthesis.56561,Modern Topics in Scalar Field Cosmology,2020,2020-01-01,Cari Powell,,https://doi.org/10.23889/suthesis.56561,0,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,crossref,10.1142/9789811213984_0066,Lorentz Violation in the Matter–Gravity Sector,2020,2020,Zonghao Li,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789811213984_0066,,low,lorentz,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,crossref,10.1142/9789814566438_0014,LORENTZ AND CPT VIOLATION IN THE NEUTRINO SECTOR,2014,2014,JORGE S. DÍAZ,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789814566438_0014,,low,lorentz,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,crossref,10.1142/9789814327688_0058,SENSITIVITY TO LORENTZ VIOLATION IN THE TOP-QUARK SECTOR AT THE LHC,2010,2010,D.W. WHITTINGTON,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789814327688_0058,,low,lorentz,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,crossref,10.1142/9789813148505_0029,Searches for Anisotropic Lorentz-Invariance Violation in the Photon Sector,2017,2017,F. Kislat; H. Krawczynski,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789813148505_0029,,low,lorentz,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,crossref,10.1142/9789811275388_0017,"Lorentz Violation, CPT Violation, and Spectroscopy Experiments",2023,2023,Arnaldo J. Vargas,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789811275388_0017,,low,lorentz,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,crossref,10.32388/3fpl9u,Constraints on Lorentz Invariance Violation in Neutrino Sector from the Ultra-High-Energy Event KM3-230213A,2025,2025,Yuming Yang; Lv Xingjian; Xiaojun Bi; Peng-Fei Yin,,https://doi.org/10.32388/3fpl9u,,low,speed of light; lorentz,"<jats:p>Lorentz invariance is a fundamental symmetry of spacetime and serves as the cornerstone of modern physics, supporting the constancy of the speed of light. A crucial implication of this principle is that no particle can propagate faster than this universal speed limit. In this study, we present a stringent neutrino-based test of Lorentz invariance, utilizing the highest-energy neutrino ever detected, known as event KM3-230213A. The detection of this neutrino, with measured energy of approximately 220 PeV, allows us to establish a lower bound on the scale of second-order Lorentz invariance violation, quantified as \(\Lambda_2 &gt; 5.0 \times 10^{19}\) GeV at 90 % confidence level.
</jats:p>"
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,1911.01990,Novel test of Lorentz violation in the photon sector with an LC circuit,2019,2019,P. Malta,Physical Review D,https://www.semanticscholar.org/paper/c405657ab2ce18211cefbf2d4b1802c325ed26db,0,low,lorentz,"In the presence of an external magnetic field, the Carroll-Field-Jackiw term introduces a displacement current proportional to the Lorentz-violating background that induces a time-dependent magnetic field. Axion-like particles or hidden photons could generate an analogous signal, potentially detectable with the set-up suggested by Sikivie, Tanner and Sullivan - a sensitive magnetometer coupled to a superconducting LC circuit. We show that a similar set-up, but with an externally driven pick-up loop whose area varies harmonically at $\sim$ Hz, can be used to probe the spatial components of the Lorentz-violating background to the level of $\lesssim 10^{-31}$ GeV. This is eight orders of magnitude more sensitive than previous laboratory-based limits."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,2507.03188,Non-minimal matter sector couplings in Lorentz-violating gravity: Self-consistent traversable wormholes and quasinormal modes,2025,2025,Renan B. Magalhaes; Leandro A. Lessa; R. Casana,Physical Review D,https://www.semanticscholar.org/paper/be9b853cd92fdb3e162e215fdd19198a2d67b4c1,5,low,lorentz,"The anisotropies induced by Lorentz-violating fields pose significant challenges for the search for compact objects in non-vacuum environments. In this work, nevertheless, we demonstrate that introducing couplings between Lorentz-violating fields and matter allows a remarkable class of spacetimes: traversable wormholes. Specifically, we consider additional couplings in the Lagrangian of a phantom scalar field and derive Ellis-Bronnikov spacetime analogs in a Lorentz-violating scenario where both a vector field and an antisymmetric rank-2 tensor field spontaneously acquire non-zero vacuum expectation values. Despite the distinct nature of these fields, their non-zero vacuum expectation values contribute additively to the overall effect on the phantom distribution and on the resulting line element. Moreover, to probe the effects of the Lorentz violation in these spacetimes, we consider scalar perturbations lying in these spacetimes either coupled to the Lorentz-violating fields or minimally coupled to the metric. Notably, the additional Lorentz-violating couplings can alter scalar field dynamics so that perturbations propagate as if in a General Relativity background, thereby allowing for some traits of Lorentz violation to remain hidden. We compute the quasinormal mode spectra of these perturbations using three methods: direct integration, the 6th-order WKB approximation, and the Prony method, finding strong agreement among the results."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,1003.2364,Lorentz violation from the Higgs portal,2010,2010,G. Giudice; M. Raidal; A. Strumia,,https://www.semanticscholar.org/paper/cce563b0eb1ba1c6f1aaa4ba81c759b68f01531a,15,low,hidden sector; lorentz,"We study bounds and signatures of models where the Higgs doublet has an inhomogeneous mass or vacuum expectation value, being coupled to a hidden sector that breaks Lorentz invariance. This physics is best described by a low-energy effective Lagrangian in which the Higgs speed-of-light is smaller than c; such effect is naturally small because it is suppressed by four powers of the inhomogeneity scale. The Lorentz violation in the Higgs sector is communicated at tree level to fermions (via Yukawa interactions) and to massive gauge bosons, although the most important effect comes from one-loop diagrams for photons and from two-loop diagrams for fermions. We calculate these effects by deriving the renormalization-group equations for the speed-of-light of the Standard Model particles. An interesting feature is that the strong coupling dynamically makes the speed-of-light equal for all colored particles."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,2205.14973,Hidden symmetries from distortions of the conformal structure,2022,2022,N. Dimakis,Physical Review D,https://www.semanticscholar.org/paper/4a9244ac5f02ce95ecca5af6f411ba6285338e82,5,low,lorentz,"It is well established that the mass parameter breaks the conformal symmetries in the case of geodesic motion. The proper conformal Killing vectors cease to generate conserved charges when non-null geodesics are considered. We examine how the introduction of the mass is actually related to the appearance of appropriate distortions in the conformal sector, which lead to new conservation laws. As a prominent example we use a general pp-wave metric, which exploits this property to the maximum. We study the necessary geometric conditions, so that such types of distortions are applicable. We show that the relative vectors are generators of disformal transformations and prove their connection to higher order (hidden) symmetries. Except from the pp-wave geometry, we also provide an additional example in the form of the de Sitter metric. Again, the proper conformal Killing vectors can be appropriately distorted to generate conserved quantities for massive geodesics. Subsequently, we proceed by introducing an additional symmetry breaking eﬀect. The latter is realized by considering a Bogoslovsky type of line-element, which involves a Lorentz violating parameter. We utilize once more the pp-wave case as a guide to study how the broken symmetries - this time also related to Killing vectors - are substituted by distortions of the original generators. We further analyze and discuss the necessary geometric conditions that lead to the emergence of these distortions."
